,0,1
2262,2.563e-05,1.216e-05
2263,3.32e-05,1.33e-05
2264,3.97e-05,1.23e-05
2265,1.496e-05,4.8e-06
2266,1.59e-05,5.8e-06
2267,1.06e-05,5.1e-06
2268,2.83e-05,1.204e-05
2269,1.86e-05,8.17e-06
2270,3.68e-05,1.23e-05
2271,1.75e-05,6.3e-06
2272,1.85e-05,5.7e-06
2273,1.38e-05,5.2e-06
2274,3.96e-05,1.11e-05
2275,2.795e-05,1.09e-05
2276,1.96e-05,5.8e-06
2277,1.925e-05,7.2e-06
2278,3.046e-05,1.73e-05
2279,3.576e-05,1.234e-05
2280,2.766e-05,1.323e-05
2281,1.335e-05,4.6e-06
2282,3.14e-05,9.1e-06
2283,3.55e-05,9.66e-06
2284,1.5e-05,4.95e-06
2285,2.843e-05,8.4e-06
2286,2.43e-05,9.83e-06
2287,1.74e-05,6.7e-06
2288,1.75e-05,6.44e-06
2289,1.9e-05,8.6e-06
2290,3.37e-05,9.54e-06
2291,1.89e-05,7.75e-06
2292,2e-05,7.1e-06
2293,2.98e-05,1.04e-05
2294,1.615e-05,8.2e-06
2295,9.7e-06,5.1e-06
2296,2.27e-05,7.4e-06
2297,9.2e-06,4.53e-06
2298,2.88e-05,9.4e-06
2299,2.384e-05,7.5e-06
2300,1.44e-05,6e-06
2301,1.866e-05,6e-06
2302,2.265e-05,7.8e-06
2303,8.72e-05,2.28e-05
2304,2.2e-05,9.95e-06
2305,9.6e-06,3.6e-06
2306,1.687e-05,7.9e-06
2307,1.94e-05,7.57e-06
2308,1.824e-05,6.1e-06
2309,2.044e-05,7.4e-06
2310,7.03e-06,3.34e-06
2311,1.67e-05,6.56e-06
2312,9e-06,3.8e-06
2313,9e-06,4.53e-06
2314,9.24e-06,4.7e-06
2315,1.144e-05,5.84e-06
2316,1.717e-05,6.7e-06
2317,2.337e-05,7.8e-06
2318,1.31e-05,4.6e-06
2319,5.347e-05,1.615e-05
2320,1.58e-05,5.66e-06
2321,1.17e-05,4.35e-06
2322,1.895e-05,8.9e-06
2323,2.056e-05,8.46e-06
2324,2.41e-05,9.3e-06
2325,1.62e-05,9.6e-06
2326,1.48e-05,6.3e-06
2327,1.585e-05,5.9e-06
2328,0.0001255,2.18e-05
2329,8.9e-06,7e-06
2330,2.515e-05,6.7e-06
2331,2.23e-05,9.6e-06
2332,1.734e-05,6.4e-06
2333,1.734e-05,7.75e-06
2334,1.36e-05,6.85e-06
2335,2.25e-05,8.1e-06
2336,1.12e-05,7.2e-06
2337,1.734e-05,5.96e-06
2338,2.48e-05,9.54e-06
2339,2.855e-05,1.144e-05
2340,1.2e-05,4.3e-06
2341,1.657e-05,6.44e-06
2342,1.69e-05,6.6e-06
2343,8.05e-06,4.1e-06
2344,4.32e-05,1.305e-05
2345,8.34e-06,4.3e-06
2346,1.16e-05,4.23e-06
2347,5.63e-05,1.88e-05
2348,1.746e-05,6.74e-06
2349,8.1e-06,3.8e-06
2350,1.65e-05,5.7e-06
2351,2.146e-05,9.66e-06
2352,1.52e-05,6.6e-06
2353,1.436e-05,4.65e-06
2354,1.35e-05,5.3e-06
2355,2.05e-05,5.84e-06
2356,2.11e-05,6.1e-06
2357,4.21e-05,1.81e-05
2358,1.05e-05,4.95e-06
2359,2.73e-05,8.8e-06
2360,2.694e-05,7.3e-06
2361,1.01e-05,6.3e-06
2362,2.086e-05,6.7e-06
2363,9.9e-06,4.4e-06
2364,1.585e-05,6.26e-06
2365,9.1e-06,4.53e-06
2366,1.81e-05,6.85e-06
2367,2.63e-05,1.21e-05
2368,5.406e-05,1.69e-05
2369,2.38e-05,8.7e-06
2370,1.29e-05,5.2e-06
2371,1.544e-05,5.66e-06
2372,2.176e-05,7.9e-06
2373,2.176e-05,7.15e-06
2374,1.884e-05,5.36e-06
2375,8.5e-06,4.95e-06
2376,3.004e-05,8.76e-06
2377,3.03e-05,7.7e-06
2378,2.927e-05,7.57e-06
2379,2.08e-05,7.15e-06
2380,1.1e-05,4.4e-06
2381,1.81e-05,7.4e-06
2382,1.055e-05,4.53e-06
2383,2.1e-05,7.3e-06
2384,3.7e-05,1.05e-05
2385,1.156e-05,4.1e-06
2386,6.324e-05,2.337e-05
2387,1.23e-05,4.23e-06
2388,7.24e-05,1.41e-05
2389,4.005e-05,1.05e-05
2390,4.53e-05,1.21e-05
2391,7.033e-05,1.43e-05
2392,1.556e-05,6.1e-06
2393,2.52e-05,8.2e-06
2394,1.28e-05,4.5e-06
2395,2e-05,7.3e-06
2396,1.407e-05,5.1e-06
2397,1.91e-05,9.7e-06
2398,1.57e-05,7.45e-06
2399,1.556e-05,6.5e-06
2400,2.01e-05,7.9e-06
2401,1.55e-05,5.5e-06
2402,3.17e-05,1.13e-05
2403,2.31e-05,9e-06
2404,3.296e-05,1.18e-05
2405,2.95e-05,9.1e-06
2406,5.73e-05,1.56e-05
2407,1.21e-05,4.4e-06
2408,1.92e-05,6.7e-06
2409,2.03e-05,6.8e-06
2410,2.01e-05,7.8e-06
2411,2.104e-05,8e-06
2412,1.174e-05,4.7e-06
2413,6.38e-05,2.01e-05
2414,1.82e-05,7e-06
2415,1.92e-05,7.9e-06
2416,1.56e-05,5.3e-06
2417,1.2e-05,5.25e-06
2418,9.9e-06,6.44e-06
2419,1.466e-05,7.75e-06
2420,2.384e-05,8.6e-06
2421,6.676e-05,1.657e-05
2422,1.03e-05,5.96e-06
2423,8.94e-06,4e-06
2424,1.454e-05,5.4e-06
2425,1.05e-05,4.95e-06
2426,1.687e-05,6.5e-06
2427,2.87e-05,1.144e-05
2428,2.086e-05,7.57e-06
2429,1.234e-05,6.7e-06
2430,1.776e-05,5.6e-06
2431,1.466e-05,7.03e-06
2432,1.49e-05,6.6e-06
2433,1.407e-05,4.77e-06
2434,1.174e-05,6.56e-06
2435,1.4e-05,5.4e-06
2436,2.134e-05,6.6e-06
2437,7.7e-06,3.6e-06
2438,1.33e-05,5.7e-06
2439,2.533e-05,7.9e-06
2440,2.24e-05,1.055e-05
2441,2.193e-05,6.85e-06
2442,1.36e-05,5.36e-06
2443,1.69e-05,7.5e-06
2444,1.19e-05,4.8e-06
2445,3.004e-05,6.74e-06
2446,3.576e-05,1.42e-05
2447,6.6e-06,4e-06
2448,1.07e-05,5.1e-06
2449,1.25e-05,5.66e-06
2450,1.19e-05,7.8e-06
2451,1.47e-05,6.44e-06
2452,1.115e-05,5e-06
2453,2e-05,8.17e-06
2454,1.353e-05,6e-06
2455,8.5e-06,4.6e-06
2456,1.264e-05,4.65e-06
2457,1.013e-05,3.9e-06
2458,2.027e-05,7.1e-06
2459,1.645e-05,6.2e-06
2460,2.086e-05,8e-06
2461,1.49e-05,5.96e-06
2462,2.89e-05,1.234e-05
2463,1.645e-05,1.02e-05
2464,7.9e-06,3.64e-06
2465,6.235e-05,1.854e-05
2466,1.705e-05,5.7e-06
2467,1.544e-05,5.5e-06
2468,1.7e-05,7.8e-06
2469,1.17e-05,6.74e-06
2470,3.004e-05,1e-05
2471,1.824e-05,6.9e-06
2472,1.29e-05,6.9e-06
2473,2.503e-05,1.055e-05
2474,1.3e-05,5e-06
2475,1.144e-05,4.77e-06
2476,3.904e-05,8.7e-06
2477,8.9e-06,4.9e-06
2478,5.44e-05,1.43e-05
2479,1.82e-05,6.3e-06
2480,1.62e-05,8.34e-06
2481,2.79e-05,1.013e-05
2482,2.944e-05,8.46e-06
2483,2.72e-05,9.95e-06
2484,3.57e-05,1.2e-05
2485,1.556e-05,4.8e-06
2486,1.52e-05,5.5e-06
2487,1.776e-05,5.6e-06
2488,3.266e-05,9.1e-06
2489,4.01e-05,1.216e-05
2490,1.645e-05,7.33e-06
2491,1.866e-05,7.9e-06
2492,1.3e-05,5e-06
2493,7.75e-06,3.3e-06
2494,2.84e-05,1.043e-05
2495,2.164e-05,1.067e-05
2496,2.164e-05,8.2e-06
2497,1.42e-05,5.25e-06
2498,7.03e-06,3.34e-06
2499,6.44e-06,3.6e-06
2500,2.956e-05,7.2e-06
2501,3.6e-05,1.02e-05
2502,1.97e-05,7.4e-06
2503,7.1e-06,3.16e-06
2504,2.18e-05,7e-06
2505,1.32e-05,5.07e-06
2506,1.51e-05,4.7e-06
2507,1.37e-05,5.8e-06
2508,2.027e-05,7.1e-06
2509,1.94e-05,7.15e-06
2510,8.8e-06,4.35e-06
2511,3.24e-05,1.09e-05
2512,9.66e-06,4.8e-06
2513,2.164e-05,7.03e-06
2514,1.91e-05,6.2e-06
2515,1.17e-05,4.65e-06
2516,1.115e-05,4.23e-06
2517,1.27e-05,4.6e-06
2518,2.515e-05,7.3e-06
2519,1.574e-05,5.84e-06
2520,4.66e-05,1.204e-05
2521,3.767e-05,1.02e-05
2522,1.854e-05,6.9e-06
2523,1.53e-05,4.95e-06
2524,1.067e-05,4.35e-06
2525,1.89e-05,8.05e-06
2526,1.353e-05,5.07e-06
2527,2.06e-05,8.17e-06
2528,1.544e-05,5.66e-06
2529,1.37e-05,4.8e-06
2530,1.45e-05,5.6e-06
2531,1.21e-05,5.54e-06
2532,1.025e-05,4.53e-06
2533,2.47e-05,7.7e-06
2534,6.855e-05,1.37e-05
2535,4.97e-05,1.633e-05
2536,1.91e-05,7.8e-06
2537,8.46e-06,3.9e-06
2538,1.544e-05,5.8e-06
2539,5.37e-05,1.174e-05
2540,1.484e-05,5.6e-06
2541,1.28e-05,4.3e-06
2542,7.695e-05,1.58e-05
2543,2.575e-05,8.8e-06
2544,1.88e-05,6.4e-06
2545,2.31e-05,8.34e-06
2546,1.436e-05,7e-06
2547,1.95e-05,6e-06
2548,4.864e-05,1.34e-05
2549,1.39e-05,6.9e-06
2550,1.997e-05,6.3e-06
2551,2.82e-05,7.4e-06
2552,9.36e-06,4.3e-06
2553,1.68e-05,5.6e-06
2554,1.65e-05,6.44e-06
2555,6.57e-05,1.49e-05
2556,1.4e-05,5.07e-06
2557,2.15e-05,8.17e-06
2558,1.1e-05,4e-06
2559,3.725e-05,1.47e-05
2560,7.3e-06,3.16e-06
2561,1.687e-05,6.9e-06
2562,1.866e-05,7.3e-06
2563,7.8e-06,4.35e-06
2564,2.515e-05,8.6e-06
2565,2.223e-05,6.4e-06
2566,6.6e-06,4.65e-06
2567,1.87e-05,9.36e-06
2568,1.87e-05,6.2e-06
2569,2.646e-05,1.23e-05
2570,1.496e-05,7.3e-06
2571,1.3e-05,5.25e-06
2572,1.067e-05,5.4e-06
2573,3.976e-05,1.23e-05
2574,2.07e-05,6.14e-06
2575,1.514e-05,5e-06
2576,9.4e-06,4.3e-06
2577,1.83e-05,7.2e-06
2578,3.403e-05,9.9e-06
2579,3.064e-05,9.7e-06
2580,1.39e-05,7.1e-06
2581,1.36e-05,4.7e-06
2582,3.284e-05,1.34e-05
2583,1.645e-05,7.8e-06
2584,2.1e-05,7.15e-06
2585,3.7e-05,1.085e-05
2586,1.293e-05,4.95e-06
2587,1.377e-05,5.5e-06
2588,4.756e-05,1.01e-05
2589,2.503e-05,1.085e-05
2590,2.676e-05,1.09e-05
2591,5.4e-06,3.5e-06
2592,3.11e-05,1.11e-05
2593,1.38e-05,5.84e-06
2594,2.46e-05,1.323e-05
2595,1.985e-05,5.96e-06
2596,8.17e-06,3.6e-06
2597,1.46e-05,5.7e-06
2598,3.64e-06,4.23e-06
2599,3.49e-05,8.9e-06
2600,4.715e-05,1.156e-05
2601,1.824e-05,8.05e-06
2602,4.88e-05,1.395e-05
2603,2.81e-05,1.866e-05
2604,5.7e-06,4.35e-06
2605,8.5e-06,3.9e-06
2606,1.01e-05,4.5e-06
2607,2.28e-05,7.7e-06
2608,1.44e-05,5.54e-06
2609,1.92e-05,8.64e-06
2610,7.75e-06,3.6e-06
2611,1.264e-05,4.7e-06
2612,1.925e-05,5.8e-06
2613,1.436e-05,5.36e-06
2614,1.776e-05,5.4e-06
2615,2.47e-05,8.2e-06
2616,1.603e-05,7.7e-06
2617,2.29e-05,7.03e-06
2618,1.29e-05,5.07e-06
2619,1.94e-05,8.7e-06
2620,1.88e-05,6.44e-06
2621,2.88e-05,1.78e-05
2622,1.81e-05,6.4e-06
2623,2.67e-05,1.127e-05
2624,2.7e-05,1.14e-05
2625,1.323e-05,4.5e-06
2626,1.67e-05,6.9e-06
2627,1.29e-05,5.36e-06
2628,2.85e-05,1.11e-05
2629,2.15e-05,9.4e-06
2630,7.5e-06,3.2e-06
2631,9.817e-05,1.89e-05
2632,1.54e-05,8.76e-06
2633,1.75e-05,7.57e-06
2634,2.134e-05,6.74e-06
2635,2.73e-05,8.9e-06
2636,7.2e-06,3.6e-06
2637,2.01e-05,6.7e-06
2638,4.125e-05,1.2e-05
2639,1.58e-05,6.26e-06
2640,2.29e-05,8.6e-06
2641,2.605e-05,9.7e-06
2642,1.395e-05,5.66e-06
2643,2.486e-05,8.3e-06
2644,4.214e-05,1.21e-05
2645,6.765e-05,1.633e-05
2646,2.366e-05,9e-06
2647,1.824e-05,9.66e-06
2648,1.216e-05,5.54e-06
2649,1.57e-05,6.2e-06
2650,1.7e-05,6.1e-06
2651,3.36e-05,1.174e-05
2652,2.885e-05,1.264e-05
2653,1.88e-05,6.3e-06
2654,1.36e-05,5.3e-06
2655,7.1e-06,3.93e-06
2656,1.17e-05,4.4e-06
2657,2.766e-05,9.5e-06
2658,2.71e-05,9.06e-06
2659,1.06e-05,4.7e-06
2660,1.63e-05,5.6e-06
2661,2.545e-05,8.76e-06
2662,2.54e-05,9.3e-06
2663,8e-06,3.6e-06
2664,1.84e-05,8.46e-06
2665,2.67e-05,1.18e-05
2666,1.9e-05,6.74e-06
2667,2.605e-05,7.8e-06
2668,7.15e-06,3.46e-06
2669,6.807e-05,1.69e-05
2670,3.02e-05,8.5e-06
2671,1.24e-05,5.2e-06
2672,2.05e-05,7.33e-06
2673,2.07e-05,7.15e-06
2674,2.98e-05,1.09e-05
2675,2.14e-05,6.14e-06
2676,2.986e-05,8.7e-06
2677,1.544e-05,5.6e-06
2678,1.08e-05,4.6e-06
2679,1.65e-05,6.44e-06
2680,1.186e-05,6.6e-06
2681,4.566e-05,1.246e-05
2682,1.6e-05,5.54e-06
2683,2.83e-05,8.4e-06
2684,3.48e-05,8.76e-06
2685,1.81e-05,7.87e-06
2686,1.156e-05,4.9e-06
2687,3.97e-05,1.293e-05
2688,2.384e-05,7.87e-06
2689,2.086e-05,8.7e-06
2690,1.68e-05,5.1e-06
2691,1.56e-05,6.1e-06
2692,1.425e-05,5.07e-06
2693,3.92e-05,9.8e-06
2694,2.164e-05,7.1e-06
2695,1.633e-05,6.6e-06
2696,2.61e-05,8.34e-06
2697,9.8e-06,4.65e-06
2698,0.00010854,2.21e-05
2699,2.724e-05,9.4e-06
2700,1.67e-05,7.87e-06
2701,4.14e-05,1.1e-05
2702,1.65e-05,7.3e-06
2703,2.65e-05,1.1e-05
2704,2.015e-05,6.4e-06
2705,2.116e-05,7.87e-06
2706,1.776e-05,7.87e-06
2707,1.02e-05,4.7e-06
2708,2.75e-05,7.9e-06
2709,1.72e-05,6.44e-06
2710,9.95e-06,5.25e-06
2711,1.055e-05,6.3e-06
2712,9.06e-06,4.35e-06
2713,1.484e-05,5.66e-06
2714,7.6e-06,3.8e-06
2715,1.174e-05,5.54e-06
2716,2.706e-05,7.5e-06
2717,6.9e-06,5.84e-06
2718,1.353e-05,5.9e-06
2719,1.77e-05,6.9e-06
2720,2.64e-05,9.83e-06
2721,1.86e-05,7.2e-06
2722,1.03e-05,5.3e-06
2723,2.277e-05,9.66e-06
2724,3.53e-05,1.013e-05
2725,9.83e-06,4.2e-06
2726,1e-05,4e-06
2727,1.82e-05,7.3e-06
2728,2.55e-05,9.06e-06
2729,5.4e-06,3.6e-06
2730,1.43e-05,4.95e-06
2731,2.337e-05,7.3e-06
2732,1.895e-05,8.76e-06
2733,2.486e-05,6.6e-06
2734,1.717e-05,5.84e-06
2735,1.895e-05,9.06e-06
2736,2.056e-05,9.36e-06
2737,3.517e-05,1.06e-05
2738,8.1e-06,3.93e-06
2739,4.4e-05,1.33e-05
2740,2.337e-05,1.305e-05
2741,2.277e-05,8.1e-06
2742,2.146e-05,8.6e-06
2743,2.533e-05,1.127e-05
2744,2.766e-05,1e-05
2745,1.246e-05,4.3e-06
2746,7.7e-06,3.7e-06
2747,1.51e-05,7.45e-06
2748,1.97e-05,7.6e-06
2749,3.654e-05,9.66e-06
2750,1.454e-05,6.8e-06
2751,9.8e-06,3.7e-06
2752,1.746e-05,7e-06
2753,2.27e-05,1.097e-05
2754,3.29e-05,9.83e-06
2755,1.4e-05,5.2e-06
2756,2.575e-05,7.8e-06
2757,2.29e-05,8.3e-06
2758,8.64e-06,3.93e-06
2759,2.944e-05,9.2e-06
2760,1.38e-05,4.65e-06
2761,1.526e-05,5.8e-06
2762,7.75e-06,5.5e-06
2763,1.49e-05,5.66e-06
2764,6.1e-06,3.46e-06
2765,1.65e-05,9.8e-06
2766,1.66e-05,8.05e-06
2767,4.04e-05,1.18e-05
2768,2.193e-05,8.3e-06
2769,2.78e-05,8.8e-06
2770,1.836e-05,7.8e-06
2771,1.68e-05,5.6e-06
2772,7.45e-06,6.26e-06
2773,1.055e-05,4.4e-06
2774,7.7e-06,4.53e-06
2775,8.17e-06,3.76e-06
2776,3.02e-05,1.27e-05
2777,3.177e-05,8.9e-06
2778,1.9e-05,9.4e-06
2779,2.46e-05,9.36e-06
2780,1.06e-05,4.3e-06
2781,1.8e-05,6.56e-06
2782,1.675e-05,6e-06
2783,7.7e-06,5.5e-06
2784,3.21e-05,1.2e-05
2785,3.52e-05,1.36e-05
2786,2.19e-05,7.3e-06
2787,3.25e-05,9.6e-06
2788,4.97e-05,1.556e-05
2789,1.57e-05,6.6e-06
2790,1.407e-05,5.25e-06
2791,6.44e-06,3.5e-06
2792,2.956e-05,9.54e-06
2793,1.717e-05,5.3e-06
2794,1.13e-05,4.3e-06
2795,3.11e-05,1.05e-05
2796,1.44e-05,4.7e-06
2797,1.55e-05,6.1e-06
2798,3.42e-05,1.04e-05
2799,1.34e-05,4.6e-06
2800,9.7e-06,4.4e-06
2801,5.83e-05,1.43e-05
2802,1.5e-05,6.1e-06
2803,3.64e-05,1.353e-05
2804,5.36e-05,2.32e-05
2805,2.867e-05,1.29e-05
2806,3.32e-05,1.067e-05
2807,1.895e-05,9.24e-06
2808,1.47e-05,4.77e-06
2809,1.824e-05,5.96e-06
2810,7.87e-06,4e-06
2811,2.78e-05,7.5e-06
2812,6.187e-05,1.645e-05
2813,1.67e-05,8.17e-06
2814,2.116e-05,7.03e-06
2815,2.53e-05,7.75e-06
2816,2.34e-05,7.75e-06
2817,2.456e-05,8.9e-06
2818,1.68e-05,5.36e-06
2819,1.83e-05,6.74e-06
2820,2.295e-05,1.04e-05
2821,3.165e-05,1.013e-05
2822,1.156e-05,8.2e-06
2823,1.19e-05,4.9e-06
2824,3.386e-05,8.5e-06
2825,1.06e-05,4.1e-06
2826,1.14e-05,4.65e-06
2827,4.727e-05,1.58e-05
2828,4.87e-05,1.025e-05
2829,2.426e-05,1.22e-05
2830,4.45e-05,1.63e-05
2831,1.98e-05,7.7e-06
2832,5.966e-05,1.76e-05
2833,2.32e-05,8.4e-06
2834,2.074e-05,6.8e-06
2835,3.13e-05,8.8e-06
2836,1.36e-05,6.85e-06
2837,8.4e-06,3.46e-06
2838,1.556e-05,4.65e-06
2839,3.56e-05,1.79e-05
2840,1.055e-05,5.5e-06
2841,1.65e-05,5.6e-06
2842,1.544e-05,6.1e-06
2843,1.64e-05,6.85e-06
2844,2.64e-05,8.4e-06
2845,1.23e-05,5.54e-06
2846,1.02e-05,4.3e-06
2847,1.574e-05,5.9e-06
2848,1.37e-05,6.56e-06
2849,1.574e-05,7.87e-06
2850,7.9e-05,1.603e-05
2851,2.4e-05,7.2e-06
2852,2.056e-05,7.57e-06
2853,2.676e-05,8.34e-06
2854,1.633e-05,8.76e-06
2855,1.47e-05,5.7e-06
2856,2.62e-05,8.6e-06
2857,2.35e-05,7.9e-06
2858,2.43e-05,1.13e-05
2859,1.216e-05,5.25e-06
2860,2.16e-05,7.7e-06
2861,2.98e-05,8.64e-06
2862,1.66e-05,5.6e-06
2863,1.085e-05,4.8e-06
2864,1.97e-05,7.87e-06
2865,1.335e-05,4.65e-06
2866,8.94e-06,4.77e-06
2867,1.436e-05,5.2e-06
2868,2.29e-05,8.4e-06
2869,2.06e-05,5.54e-06
2870,2.82e-05,7.87e-06
2871,5.513e-05,1.246e-05
2872,9.3e-06,3.93e-06
2873,2.54e-05,8.9e-06
2874,1.687e-05,5.3e-06
2875,1.09e-05,4.8e-06
2876,1.29e-05,5.8e-06
2877,1.57e-05,5.8e-06
2878,8.523e-05,1.67e-05
2879,4.58e-05,1.174e-05
2880,1.78e-05,6.85e-06
2881,1.276e-05,5.2e-06
2882,1.38e-05,8.64e-06
2883,1.806e-05,5.5e-06
2884,1.115e-05,4.6e-06
2885,2.2e-05,8.2e-06
2886,9.54e-06,4.1e-06
2887,9.9e-06,4.05e-06
2888,1.01e-05,4.35e-06
2889,1.407e-05,4.4e-06
2890,1.59e-05,4.3e-06
2891,9.7e-06,4.1e-06
2892,5.07e-06,3.34e-06
2893,1.21e-05,4.6e-06
2894,7.4e-06,4.23e-06
2895,2.01e-05,1.025e-05
2896,1.44e-05,5.9e-06
2897,1.5e-05,6.74e-06
2898,2.176e-05,8.9e-06
2899,4.55e-05,1.52e-05
2900,4.68e-05,1.49e-05
2901,1.16e-05,4.65e-06
2902,2.02e-05,7.03e-06
2903,1.496e-05,7.2e-06
2904,1.6e-05,9.1e-06
2905,2.56e-05,1.32e-05
2906,2.88e-05,1.085e-05
2907,2.426e-05,9.36e-06
2908,1.484e-05,5.3e-06
2909,3.98e-05,1.264e-05
2910,1.28e-05,4.4e-06
2911,1.1e-05,4.23e-06
2912,1.92e-05,9.24e-06
2913,1.73e-05,9.9e-06
2914,3.65e-05,1.19e-05
2915,2.31e-05,7.87e-06
2916,2.694e-05,8.5e-06
2917,1.687e-05,5.25e-06
2918,8.3e-06,3.64e-06
2919,1.085e-05,5.07e-06
2920,0.0001357,3.98e-05
2921,2.57e-05,7.6e-06
2922,9e-06,4.1e-06
2923,2.58e-05,8.8e-06
2924,6.56e-06,3.5e-06
2925,1.55e-05,5.8e-06
2926,6.413e-05,1.7e-05
2927,1.544e-05,5.7e-06
2928,1.156e-05,5.4e-06
2929,1.746e-05,9.1e-06
2930,2.545e-05,9.8e-06
2931,1.18e-05,5.5e-06
2932,1.884e-05,6.56e-06
2933,3.43e-05,1.39e-05
2934,1.02e-05,5.36e-06
2935,3.85e-05,9.95e-06
2936,9.54e-06,4.65e-06
2937,1.717e-05,5.7e-06
2938,5.95e-05,1.776e-05
2939,1.484e-05,5.5e-06
2940,1.836e-05,5.7e-06
2941,2.41e-05,9.24e-06
2942,7.98e-05,2.32e-05
2943,1e-05,3.76e-06
2944,2.146e-05,9.3e-06
2945,2.82e-05,8.4e-06
2946,1.07e-05,4.5e-06
2947,2.134e-05,9.5e-06
2948,2.325e-05,7.45e-06
2949,1.5e-05,6.3e-06
2950,3.064e-05,1.24e-05
2951,3.65e-05,1.3e-05
2952,3.4e-05,1.365e-05
2953,1.2e-05,5.1e-06
2954,9.6e-06,5.6e-06
2955,2.72e-05,1.56e-05
2956,1.335e-05,6.14e-06
2957,1.53e-05,5.54e-06
2958,2.235e-05,8.17e-06
2959,1.48e-05,5.6e-06
2960,1.043e-05,4.3e-06
2961,2.04e-05,6.74e-06
2962,8.76e-06,4.9e-06
2963,1.16e-05,5e-06
2964,1.514e-05,5.96e-06
2965,2.73e-05,1.66e-05
2966,5e-06,5.07e-06
2967,1.92e-05,6.7e-06
2968,1.27e-05,4.7e-06
2969,2.2e-05,7.7e-06
2970,1.81e-05,6.3e-06
2971,2.94e-05,9.83e-06
2972,0.000101,1.91e-05
2973,0.0001157,3.594e-05
2974,1.585e-05,7e-06
2975,1.556e-05,6.5e-06
2976,1.45e-05,5.36e-06
2977,1.07e-05,4.6e-06
2978,6.44e-06,4.3e-06
2979,1.115e-05,5.66e-06
2980,1.07e-05,4.7e-06
2981,7.15e-06,3.64e-06
2982,2.69e-05,6.85e-06
2983,1.82e-05,6.26e-06
2984,2.27e-05,8.9e-06
2985,2.193e-05,1.12e-05
2986,1.28e-05,7.2e-06
2987,5.22e-05,2.03e-05
2988,2.08e-05,8e-06
2989,2.205e-05,5.9e-06
2990,1.013e-05,3.4e-06
2991,1.47e-05,5.3e-06
2992,1.144e-05,4.35e-06
2993,8.94e-06,4.9e-06
2994,2.18e-05,8.3e-06
2995,3.36e-05,1.47e-05
2996,1.17e-05,4.5e-06
2997,1.23e-05,5.3e-06
2998,2.664e-05,1.27e-05
2999,9.2e-06,4.23e-06
3000,9.4e-06,3.93e-06
3001,1.33e-05,5.4e-06
3002,2.3e-05,1.013e-05
3003,1.48e-05,5.36e-06
3004,4.61e-05,1.794e-05
3005,1.78e-05,1.06e-05
3006,6.85e-06,3.2e-06
3007,1.25e-05,4.5e-06
3008,2.09e-05,8.46e-06
3009,2.694e-05,1.085e-05
3010,6.8e-06,3.6e-06
3011,5.6e-06,5e-06
3012,1.323e-05,4.7e-06
3013,1.98e-05,5.8e-06
3014,2.42e-05,9.95e-06
3015,1.38e-05,5.4e-06
3016,2.384e-05,8.05e-06
3017,3.09e-05,9.7e-06
3018,2.85e-05,9.24e-06
3019,2.11e-05,7.9e-06
3020,1.6e-05,7.6e-06
3021,2.396e-05,7.5e-06
3022,8.3e-06,3.8e-06
3023,1.645e-05,7.33e-06
3024,1.997e-05,1.025e-05
3025,2.176e-05,6.85e-06
3026,1.806e-05,6.44e-06
3027,3.237e-05,1.097e-05
3028,1.02e-05,5.07e-06
3029,6.27e-05,1.4e-05
3030,1.42e-05,5.66e-06
3031,2.587e-05,6.4e-06
3032,4.94e-05,1.72e-05
3033,1.48e-05,4.8e-06
3034,4.47e-05,1.08e-05
3035,9.6e-06,3.46e-06
3036,1.32e-05,6.4e-06
3037,1.395e-05,6.1e-06
3038,9.9e-06,5.84e-06
3039,8.2e-06,3.93e-06
3040,4.7e-06,2.86e-06
3041,4.274e-05,1.21e-05
3042,1.425e-05,5.4e-06
3043,1.14e-05,5.2e-06
3044,1.86e-05,6.56e-06
3045,1.17e-05,6.2e-06
3046,2.307e-05,8.1e-06
3047,1.23e-05,5.54e-06
3048,2.95e-05,7.2e-06
3049,4.11e-05,1.02e-05
3050,1.74e-05,5.96e-06
3051,1.46e-05,5.2e-06
3052,7.4e-06,3.4e-06
3053,2.265e-05,9e-06
3054,1.407e-05,4.95e-06
3055,1.61e-05,5.3e-06
3056,2.68e-05,7.3e-06
3057,1.425e-05,4.4e-06
3058,2.724e-05,1.395e-05
3059,3.3e-05,1.04e-05
3060,2.944e-05,1.043e-05
3061,5.2e-06,3.7e-06
3062,1.115e-05,4.7e-06
3063,1.52e-05,7e-06
3064,2.66e-05,6.8e-06
3065,9.2e-06,4.5e-06
3066,3.093e-05,1.22e-05
3067,2.855e-05,1.395e-05
3068,1.08e-05,4.23e-06
3069,3.64e-05,1.466e-05
3070,1.51e-05,7.1e-06
3071,1.067e-05,5.96e-06
3072,1.73e-05,6.6e-06
3073,1.49e-05,5.6e-06
3074,2.16e-05,9.2e-06
3075,1.454e-05,5.4e-06
3076,1.48e-05,5.25e-06
3077,3.976e-05,1.13e-05
3078,1.8e-05,8.34e-06
3079,1.574e-05,9e-06
3080,2.84e-05,7.87e-06
3081,2.503e-05,1.27e-05
3082,2.52e-05,9.5e-06
3083,2.784e-05,1.156e-05
3084,1.68e-05,6.44e-06
3085,2.25e-05,8.17e-06
3086,2.617e-05,1.15e-05
3087,4.43e-05,1.556e-05
3088,1.14e-05,5.1e-06
3089,3.463e-05,8.3e-06
